image,mask_pixels,skeleton_pixels,D_min_px,D_ref_px,stenosis_percent
14_053_4_0087_bmp.rf.b0603143c7c8c96b0eff8ce72339492b_mask.png,1178,182,4.472,8.761,48.95
14_053_4_0088_bmp.rf.cfe7349a8fd99d30b5530a7fdfcb887d_mask.png,918,186,4.472,6.856,34.78
14_053_5_0037_bmp.rf.fbdf4df738b8c58a85e72be2dc471ee0_mask.png,566,82,5.657,7.122,20.58
14_053_5_0043_bmp.rf.26b658557cdd33b3daff6b0cf470e877_mask.png,749,97,4.472,10.541,57.57
14_053_5_0056_bmp.rf.5652294e09063b98d2753ae3743c88d5_mask.png,1609,251,4.472,8.384,46.66
14_053_5_0064_bmp.rf.b01efda954bcf96afd43dd57abf132f9_mask.png,1263,157,4.472,10.933,59.1
14_053_5_0067_bmp.rf.afd45f23c6c3240d7064a00aada332b8_mask.png,1311,208,4.472,8.761,48.95
14_053_5_0070_bmp.rf.3da072f38d83cdb3fd1ce4deca01a380_mask.png,978,125,5.657,10.0,43.43
14_053_5_0075_bmp.rf.b9955e848d77e1efd90baebe109bbb58_mask.png,984,131,4.472,10.588,57.76
14_055_8_0015_bmp.rf.929b9dac40a010c40bb4ce12dec6c08b_mask.png,261,61,4.472,5.064,11.7
14_057_2_0036_bmp.rf.eeaa6cf6a10e41ba99a5a030677c92d1_mask.png,2355,374,4.472,10.271,56.46
14_057_2_0052_bmp.rf.ac9efd11b4eb35c4163c949b4343d7c8_mask.png,3494,541,4.472,8.944,50.0
14_057_2_0056_bmp.rf.36d249331308b3b02982a9c0de532752_mask.png,1113,187,4.472,8.0,44.1
14_057_2_0057_bmp.rf.6007dcc49a692bf58da8dc9de416eb79_mask.png,1654,285,4.472,8.691,48.54
14_057_2_0060_bmp.rf.27d1dfe1b2d4bc5a3369d540c998d797_mask.png,2913,448,4.472,10.158,55.98
14_057_2_0061_bmp.rf.c84d062935e02cf803615292243b1ba4_mask.png,3131,493,4.472,8.944,50.0
14_057_2_0062_bmp.rf.c9e1ba7ba8786fdf81575993a2fc0820_mask.png,1664,270,4.472,10.059,55.54
14_057_2_0063_bmp.rf.459386576a2346d2b0171c5b68979f13_mask.png,2306,356,4.472,8.761,48.95
14_057_2_0070_bmp.rf.69bc3e1acc6d64c1b63488f602772530_mask.png,3563,581,4.472,8.39,46.69
14_057_2_0071_bmp.rf.124aa74702e50f4c4987d56171ffbae1_mask.png,3413,483,4.472,11.29,60.39
14_057_2_0072_bmp.rf.30f9af70ee3e9cecda15b7addf5632da_mask.png,2782,378,4.472,11.557,61.31
14_057_3_0064_bmp.rf.c848ec55d98d77ee784d82e6e0563b79_mask.png,1210,167,4.472,11.914,62.46
14_057_3_0080_bmp.rf.2b6096442f9c00d426d391a62a061999_mask.png,1184,194,4.472,8.737,48.81
14_057_3_0083_bmp.rf.f1bb770f3bd54ecdae44891ea22fc987_mask.png,1765,273,4.472,8.737,48.81
14_057_3_0085_bmp.rf.ebe7015cde652a1b68c9ae79cc5b9ddf_mask.png,1439,251,4.472,8.0,44.1
14_057_3_0088_bmp.rf.49f485a8e9f44f6112bf2d25eb982a0d_mask.png,4169,712,4.472,8.944,50.0
14_057_3_0097_bmp.rf.410aa04de18a0154db83a1632893e857_mask.png,1479,246,4.472,8.623,48.14
14_058_3_0043_bmp.rf.4362b1f053c122127c1adf8efa0c221b_mask.png,1972,377,4.472,8.342,46.39
14_058_3_0054_bmp.rf.eb209198dc5d88aaa658b0d45298b877_mask.png,1800,303,4.472,8.39,46.69
14_058_3_0057_bmp.rf.e5bbb837495d25b952d966ec85bc463e_mask.png,3595,591,4.472,8.944,50.0
14_058_3_0065_bmp.rf.c20cf1294b96297cfc730a7559ecadc1_mask.png,1965,336,4.472,8.643,48.26
14_058_4_0031_bmp.rf.d778524dfd4867b213631bd94649af58_mask.png,1293,203,4.472,8.0,44.1
14_058_4_0035_bmp.rf.199f96a802feac1590cf93613cf2c6df_mask.png,1313,193,4.472,8.414,46.85
14_058_4_0039_bmp.rf.50240acb03485e73eaf921e9ea42a743_mask.png,1033,177,4.472,6.856,34.78
14_058_4_0046_bmp.rf.217353e63c96b0748f817b62ee7ed3a3_mask.png,1641,261,4.472,8.667,48.4
14_058_4_0048_bmp.rf.9420f983d776bac56e30d614d996c341_mask.png,1305,223,4.472,8.0,44.1
14_059_1_0057_bmp.rf.357be6cc1c18f69211a8b94fbea51f31_mask.png,1878,253,4.472,8.485,47.3
14_059_1_0079_bmp.rf.0945c86ce346bfe48a9e5b6360419de4_mask.png,1289,166,5.657,8.0,29.29
14_059_1_0083_bmp.rf.88506d6db693d6810b73f9071ac2c2bd_mask.png,1196,159,4.472,8.317,46.23
14_059_1_0090_bmp.rf.0ea8a335ddeca83a8368162f75c04de8_mask.png,1231,194,4.472,8.0,44.1
14_059_1_0092_bmp.rf.34673043875c43bdbf3d0116795a7cf0_mask.png,1236,183,4.472,8.366,46.54
14_059_1_0093_bmp.rf.9a029abe967d63b5a97f585b4417d5f6_mask.png,1706,264,4.472,7.211,37.98
14_059_1_0100_bmp.rf.c7e077c73ddf04c8532ef671988d4997_mask.png,1003,138,4.472,8.414,46.85
14_059_2_0049_bmp.rf.f265d3d16a46ccf0753e98bf63ca7450_mask.png,1063,194,4.472,6.325,29.29
14_059_2_0053_bmp.rf.1a2fe8e0880e0f63c0d6177345484139_mask.png,619,104,4.472,7.211,37.98
14_059_2_0055_bmp.rf.7ec16695c0ae5a090c149c5ee6551dbd_mask.png,437,57,4.472,7.374,39.35
14_059_2_0059_bmp.rf.86d4227067633d8b1ee8693dcdd0518c_mask.png,306,62,4.472,4.472,0.0
14_059_2_0065_bmp.rf.278f7c670804cc170232217a14b2143d_mask.png,963,180,4.472,7.211,37.98
14_059_2_0070_bmp.rf.57f7d46346b886dac82c762a70845485_mask.png,598,108,4.472,6.469,30.87
14_059_2_0071_bmp.rf.e3f2eea519898f70551b8f8425db6f38_mask.png,447,95,4.472,6.584,32.08
14_059_2_0074_bmp.rf.0897a9f9967b39c219172c0525d7b481_mask.png,738,118,4.472,7.211,37.98
14_062_2_0065_bmp.rf.d2a53063ad386c6bd496c7b5609793ff_mask.png,3483,540,4.472,7.211,37.98
14_062_2_0066_bmp.rf.5f4eceb46b4414eb637c15451a7e3f8a_mask.png,2450,373,4.472,8.485,47.3
14_062_2_0070_bmp.rf.0a0cb5a72486697d16634b9750a13ad9_mask.png,1865,296,4.472,7.211,37.98
14_062_2_0072_bmp.rf.ac46a4bbbcd363ef0e37cf9537105aaa_mask.png,2748,436,4.472,7.211,37.98
14_062_2_0077_bmp.rf.d218120e5e3136bd024d77ee9d4f5514_mask.png,4487,732,4.472,7.211,37.98
14_062_2_0081_bmp.rf.e3f7432408bf298f9c618269901f3c25_mask.png,3875,613,4.472,7.211,37.98
14_062_2_0082_bmp.rf.17e93d760fc6da598693e416cf517c7d_mask.png,4064,658,4.472,7.211,37.98
14_062_3_0036_bmp.rf.0cdcb4f55ca9ee4a64b2b25f7ddaaeb8_mask.png,3567,420,4.472,13.416,66.67
14_062_3_0038_bmp.rf.18a487c864aeef4c57136b78ed6781bb_mask.png,3217,492,4.472,10.933,59.1
14_062_3_0042_bmp.rf.ab76ee88ca0752fbb7e15e3100ea384c_mask.png,4691,726,4.472,10.0,55.28
14_062_3_0052_bmp.rf.f94a9c6b6d3718d4b0ff0713d915a171_mask.png,4784,744,4.472,10.0,55.28
14_062_3_0054_bmp.rf.e4083a1ccf850f171d487006396f6680_mask.png,2305,332,4.472,12.116,63.09
14_062_3_0058_bmp.rf.b56088433fd2abee55b8478307f1590a_mask.png,3431,572,4.472,8.414,46.85
14_062_3_0068_bmp.rf.42aa2e3a2dd9b0eb756fc34b8eeb488e_mask.png,2795,489,4.472,8.437,47.0
14_062_3_0069_bmp.rf.b649aca41cb0135df5d12e7a6d4445f9_mask.png,7042,1140,4.472,8.944,50.0
14_062_3_0070_bmp.rf.01c7d40e2bcadb2bb46b6f1d54ec0b67_mask.png,6045,963,4.472,8.944,50.0
14_062_3_0074_bmp.rf.94988a713fb6036bcc0a83c13958d5e9_mask.png,9712,1597,4.472,8.944,50.0
14_062_3_0075_bmp.rf.e9b668a8b7b4f17c9a2e13ce9391857a_mask.png,6920,1179,4.472,8.944,50.0
14_062_5_0037_bmp.rf.5200b89d410e0ecaf8de67509df89b0b_mask.png,1214,203,4.472,8.481,47.27
14_062_5_0050_bmp.rf.fcc21e4b36cf0dbca14eefe68699a317_mask.png,2238,374,4.472,10.079,55.63
14_062_5_0053_bmp.rf.14629aca2672779b7e692449a07adc47_mask.png,1379,228,4.472,8.246,45.77
14_062_5_0054_bmp.rf.0f1c939544bf024d913e502773aa00d3_mask.png,1813,321,4.472,8.807,49.22
14_062_5_0063_bmp.rf.813fec874ac23fb15787b09256b86ac2_mask.png,1090,167,4.472,11.089,59.67
14_062_5_0067_bmp.rf.2b60eea8f85ba3e0df6bd93c92e074b6_mask.png,1725,333,4.472,6.325,29.29
14_064_2_0062_bmp.rf.ceeb6d15b22b88ffd0361fcf25dc1c56_mask.png,12649,2103,4.472,10.198,56.15
14_064_2_0064_bmp.rf.8cf194b3d390d176328d9260a8f0b752_mask.png,8155,1280,4.472,11.096,59.7
14_064_2_0066_bmp.rf.37243a138e3d9d298912692158fd453b_mask.png,13058,1994,4.472,11.662,61.65
14_064_2_0080_bmp.rf.4094d7c7917a12c11d665465426e7d2d_mask.png,6795,1055,4.472,11.662,61.65
14_064_3_0015_bmp.rf.f619829aab28b66e88850199d3700549_mask.png,1676,289,4.472,8.944,50.0
14_064_3_0022_bmp.rf.70367fdbd3b2e5681ce70b58e4c44c7c_mask.png,4550,658,4.472,11.662,61.65
14_064_3_0027_bmp.rf.a567fa26827623b011975789307def66_mask.png,2446,409,4.472,8.761,48.95
14_064_3_0032_bmp.rf.da74e7225a887a85d404b49d1ae3dd9e_mask.png,1357,207,4.472,10.0,55.28
14_064_3_0035_bmp.rf.d86527e9fc17d8fb39c1d6bed61b42cb_mask.png,1586,295,4.472,8.246,45.77
14_064_3_0036_bmp.rf.88414b6ff86baf8ea02bbad34718ee84_mask.png,1162,172,4.472,8.501,47.39
14_066_10_0040_bmp.rf.39087d5f74142c6b00d67664003f13e9_mask.png,1859,246,4.472,10.0,55.28
14_066_10_0041_bmp.rf.9e849ec08cb26b898d56e289e04f2383_mask.png,1724,226,4.472,10.879,58.89
14_066_10_0047_bmp.rf.abc0848c2158c8af4577bd1410584161_mask.png,2781,355,4.472,10.77,58.48
14_066_10_0051_bmp.rf.fd1171143e6a1cdb68b86bb698b54537_mask.png,2189,370,4.472,8.246,45.77
14_066_10_0053_bmp.rf.a7cc9d695e46f8106a8fe7651bd8ae7d_mask.png,884,178,4.472,6.945,35.61
14_066_10_0057_bmp.rf.5b8174273bfe7b5e901eab0d7f9cfac5_mask.png,1025,167,4.472,8.737,48.81
14_066_10_0059_bmp.rf.8d49c41b1fbd6c38ab12a1eb7097e236_mask.png,3045,455,4.472,10.099,55.72
14_066_10_0065_bmp.rf.31ed2e1c73905e6ae69f7105fab7626f_mask.png,1957,244,4.472,11.36,60.63
14_066_10_0069_bmp.rf.98c3b2aec59d2a573d3c8b07f2ec0a00_mask.png,1666,239,4.472,11.07,59.6
14_066_10_0071_bmp.rf.ff051c84bc93f3fae725a171d67f34b7_mask.png,2171,361,4.472,10.599,57.8
14_066_2_0043_bmp.rf.59c25aa2d25748b66b6da189e49e040e_mask.png,1457,215,4.472,10.0,55.28
14_066_2_0061_bmp.rf.e91f7b0b93aa82bf42aedebd5532571a_mask.png,1013,151,4.472,10.31,56.62
14_066_2_0066_bmp.rf.0204b2821d9c62caa85013222737ef9a_mask.png,1283,187,4.472,8.807,49.22
14_066_2_0069_bmp.rf.6865224e9709cf83ab8008677fe23dad_mask.png,794,111,4.472,10.099,55.72
14_066_7_0047_bmp.rf.51449f25998d4bf51ccda1e7f5e77424_mask.png,606,104,4.0,8.0,50.0
14_066_7_0048_bmp.rf.99a39d7fef11d7776f4d0a31e3bfd78d_mask.png,693,103,4.472,8.302,46.13
14_066_7_0049_bmp.rf.8fbf2ec0c021d60467daf568f911cdb9_mask.png,693,144,4.472,6.945,35.61
14_066_7_0066_bmp.rf.438a462d2e7a8a067abc5fa4edeb3164_mask.png,345,58,4.472,6.0,25.46
14_066_7_0068_bmp.rf.a37506e46b12164835d01697a0baec6a_mask.png,394,89,4.472,5.42,17.49
14_066_8_0022_bmp.rf.760c7bc9c3330419911f98f29154de4f_mask.png,741,141,4.472,6.768,33.92
14_066_8_0028_bmp.rf.442a23fe8289f15305c3642d1972f1cf_mask.png,692,112,4.472,8.0,44.1
14_066_8_0034_bmp.rf.f2303a9a3f71ac76d96a8c254edb4dee_mask.png,401,71,4.472,6.13,27.04
14_066_8_0044_bmp.rf.7dab8430434adf86d8372b897bbcbc90_mask.png,2984,461,4.472,8.898,49.74
14_066_8_0060_bmp.rf.bc4e1ccc20b70d092699a58da0fb544f_mask.png,452,64,5.657,6.945,18.55
14_066_8_0064_bmp.rf.0ab9eff6a56d22264ecdc8cb64602c98_mask.png,888,159,4.472,7.211,37.98
14_066_8_0068_bmp.rf.ac5c9db05941d2951a1d5a39178283ca_mask.png,1331,229,4.472,8.0,44.1
14_066_9_0059_bmp.rf.291080ec5aad16144e337f7e8ee09c88_mask.png,794,116,4.472,8.0,44.1
14_066_9_0062_bmp.rf.ff2f3d8261036af5a978a0c4d95962f4_mask.png,900,119,5.657,8.783,35.59
14_066_9_0063_bmp.rf.2d1d2acd65c8a87731355f6bb4336029_mask.png,608,70,4.472,8.575,47.85
14_067_4_0020_bmp.rf.e91e037bbd6c92abeb84af41d546beb0_mask.png,646,84,4.472,8.246,45.77
14_067_4_0021_bmp.rf.4a76289020f5b86b2af88a5c01736415_mask.png,804,114,4.472,8.246,45.77
14_067_7_0020_bmp.rf.92e07ff98e9d4f397a5f21de7237291f_mask.png,623,126,4.472,5.657,20.94
14_068_3_0012_bmp.rf.026af9abf91367ec3d39bbf96ae3fc50_mask.png,363,58,4.472,7.142,37.38
14_068_3_0021_bmp.rf.256ca1172958af80c4c2da0c972a692a_mask.png,754,159,4.472,7.842,42.97
14_068_3_0024_bmp.rf.f21804620c553c3d5f8ce27fb0ad9a15_mask.png,273,71,4.0,4.852,17.55
14_068_3_0028_bmp.rf.5b16447da8197a317067f1d370def44b_mask.png,731,124,4.472,8.461,47.15
14_068_3_0031_bmp.rf.0e637ba7d433a2adf691c1b9d9028ca2_mask.png,337,63,4.472,6.732,33.57
14_068_3_0035_bmp.rf.be947463185454acfd1fbd99e450e5c7_mask.png,209,32,4.472,7.063,36.69
14_068_3_0040_bmp.rf.8a0b97ee721e4a61d0f2efe9e40264db_mask.png,262,37,4.472,7.754,42.33
14_068_6_0049_bmp.rf.31f23119e5c49d02bbf2f3663801780d_mask.png,235,43,4.472,5.183,13.71
14_069_1_0060_bmp.rf.797f1c87098239885d1f0b51ff152eea_mask.png,749,94,4.0,10.348,61.34
14_069_1_0062_bmp.rf.631daa752eda03dbee9e3fb203bca16c_mask.png,983,121,4.472,11.433,60.89
14_069_1_0066_bmp.rf.28b93afbde6b253d13dc8cbc85c78f6b_mask.png,340,37,4.472,10.333,56.72
14_069_1_0067_bmp.rf.031816bdca663489d4624231cd88c6b5_mask.png,425,84,4.472,6.186,27.71
14_069_1_0069_bmp.rf.332eb81eb2d7a8ba17960ea677b81cd0_mask.png,266,49,4.472,6.703,33.28
14_069_1_0074_bmp.rf.957dac29c38aa864c94aadbfef804037_mask.png,1122,144,4.472,8.898,49.74
14_069_1_0082_bmp.rf.2e9e3f8bbfdfe736251a5ab8d7f5fd36_mask.png,774,122,4.472,10.02,55.37
14_069_1_0085_bmp.rf.f4a52fa2c1bb99ea6bba1bad361bea9a_mask.png,1228,174,4.472,11.309,60.46
14_069_1_0099_bmp.rf.bd60a0d8c917ccd6a0ef91ad08cdd462_mask.png,1453,237,4.472,8.761,48.95
14_070_3_0027_bmp.rf.343f2e8b4c92979a66b92938d369e63d_mask.png,537,98,4.472,6.029,25.82
14_070_3_0035_bmp.rf.793252facf34c5232758700f3be082a3_mask.png,208,42,4.472,5.658,20.96
14_070_3_0042_bmp.rf.6db96272e2b6e38a2cfe1edf0317ac83_mask.png,233,38,4.0,5.234,23.58
14_070_5_0037_bmp.rf.0df23090ee8b4dbe425551a04c540391_mask.png,475,64,4.472,9.128,51.01
14_070_5_0038_bmp.rf.b4693caed81c4c5e6e7b6a5e155e8dff_mask.png,451,54,4.472,9.901,54.83
14_070_5_0046_bmp.rf.d955036d230a6731e9a1e6676f988d64_mask.png,676,122,4.472,8.318,46.24
14_070_5_0048_bmp.rf.36fd884f638e83002040d72328ba1d32_mask.png,398,74,4.472,8.038,44.36
14_070_5_0049_bmp.rf.9346289c2e537c206adea9d425820aeb_mask.png,370,73,4.472,7.839,42.95
14_070_5_0053_bmp.rf.584d647d0f267b7958ba32fc34ec2a39_mask.png,583,72,4.472,11.07,59.6
14_073_1_0044_bmp.rf.bc33d3d9abeb81f215fb718eab6421a9_mask.png,1208,198,4.472,8.0,44.1
14_073_1_0051_bmp.rf.58be74cd872d6766780bc6e612f0ded9_mask.png,3385,488,4.472,8.944,50.0
14_073_1_0052_bmp.rf.8b446ecad2f6507d2898d796b459f7c0_mask.png,2594,374,4.472,8.944,50.0
14_073_1_0064_bmp.rf.b09fa632648a9e4ce5d815e33744b99c_mask.png,1044,149,4.472,10.059,55.54
14_073_1_0065_bmp.rf.232b65392087759171f12a6c76fc1ee1_mask.png,1155,191,4.472,8.122,44.94
14_075_1_0019_bmp.rf.ac593b8327d3422b2c6c33db042ed20d_mask.png,401,50,4.472,8.213,45.55
14_075_1_0025_bmp.rf.0cf2069c8e8d142b682b6691f8855898_mask.png,308,53,4.472,6.428,30.43
14_075_2_0020_bmp.rf.9c48c43ab9e361bf599b0821397bf0f6_mask.png,335,65,4.472,6.0,25.46
14_075_2_0026_bmp.rf.3087c6137363b58b863ed748cb009b0f_mask.png,478,75,4.472,8.0,44.1
14_075_2_0027_bmp.rf.09af91b853a0ed23a5442bb050703dea_mask.png,646,94,4.472,8.123,44.95
14_075_2_0034_bmp.rf.6561309bc562a7eeef5894126498e1a5_mask.png,209,43,4.472,4.828,7.36
14_075_3_0021_bmp.rf.dcd60ae372200eebd0bb4d0e0fdd28b6_mask.png,262,40,4.472,7.506,40.42
14_075_4_0032_bmp.rf.d9010868e3980e04d4f9868e6a246f16_mask.png,480,61,4.472,8.944,50.0
14_075_4_0041_bmp.rf.af446fbe030eb6facf2829553ecac298_mask.png,274,48,4.472,5.931,24.6
14_075_4_0056_bmp.rf.41dd1efcf62b133cf1a5bdcb2055b65e_mask.png,580,103,4.472,7.122,37.21
14_075_5_0019_bmp.rf.c9d9d1f7b870527a73360f9e77c5aefb_mask.png,977,132,4.472,8.0,44.1
14_075_5_0023_bmp.rf.9ebdf970335432199b7c1145fadd7953_mask.png,261,53,4.472,5.998,25.44
14_075_5_0033_bmp.rf.6f9bf4f70a12d235daf1e3244f8c84b5_mask.png,265,53,4.472,5.064,11.7
14_075_5_0039_bmp.rf.efe08d3356df762ea36cb137911f3718_mask.png,347,57,4.0,6.325,36.75
14_075_6_0021_bmp.rf.12c7e37db4d77f87d3777b4653993754_mask.png,374,72,4.472,6.206,27.94
14_075_6_0030_bmp.rf.4a5b7d82f49528db99a12750b286bf34_mask.png,606,117,4.472,6.768,33.92
14_075_8_0028_bmp.rf.69f8434f0c46b154ccee155e8c5bf50c_mask.png,617,71,6.325,8.944,29.29
14_075_8_0040_bmp.rf.2570fd27962c97fb42c3a920980b8aa8_mask.png,545,83,4.472,7.034,36.42
14_076_4_0027_bmp.rf.939ce2b7dee1143d4f68274c5519491b_mask.png,626,66,4.472,10.0,55.28
14_077_5_0033_bmp.rf.c0fac6fe3eb855c9760483ed1fd139b0_mask.png,1205,189,4.472,8.0,44.1
14_077_5_0043_bmp.rf.e8a9efeeda82c49910b4d0dad373723a_mask.png,900,103,4.472,8.944,50.0
14_077_5_0048_bmp.rf.da90a8de10c6c2526ff70d135f62cf22_mask.png,1218,189,4.472,8.643,48.26
14_077_5_0050_bmp.rf.f0420daca707dfb2301a318b29f44842_mask.png,1045,148,4.472,8.623,48.14
14_077_5_0060_bmp.rf.e29b98b31ac4a07a2a2901113bd9b7b5_mask.png,1864,315,4.472,8.437,47.0
14_077_5_0070_bmp.rf.01d241adedb34c6915b32dc82b40b413_mask.png,1071,177,4.472,8.147,45.11
14_077_5_0072_bmp.rf.57ee2b3f19bf094b88fb7e6250f5f397_mask.png,553,108,4.472,5.657,20.94
14_077_5_0073_bmp.rf.ac15862174b32dbaab6d80b09a2165df_mask.png,788,136,4.472,6.227,28.18
14_077_6_0057_bmp.rf.8f8810cc5ad25559d5a5e0111c70f791_mask.png,766,136,4.472,6.227,28.18
14_077_6_0060_bmp.rf.e72a5a376c0158efe975002c11bdad7e_mask.png,575,92,4.472,8.171,45.27
14_077_6_0061_bmp.rf.df35edfcef8907a0327b3e78958d0fc8_mask.png,759,151,4.472,8.216,45.57
14_077_6_0065_bmp.rf.ac67c7e69993ec1d9b7e60be6b5f7364_mask.png,665,123,4.472,8.049,44.44
14_077_6_0085_bmp.rf.6fac59ecb21ed8d1139fa78dbfe264c2_mask.png,693,124,4.472,6.768,33.92
14_080_2_0046_bmp.rf.8e3a8b7e4660579ea0cc7d4fd8ff4584_mask.png,994,149,4.472,10.579,57.73
14_080_2_0050_bmp.rf.a0c7fcb758fe3c4167ea86b2530651fb_mask.png,2908,519,4.472,8.0,44.1
14_080_2_0063_bmp.rf.1bb1078b6af82712a97d8380b7f4deae_mask.png,2457,313,4.472,12.05,62.89
14_080_2_0065_bmp.rf.de5776b885a836a3372f1564abfa83ac_mask.png,3613,572,4.472,8.944,50.0
14_080_2_0078_bmp.rf.446e16dc67ed95a949f1553fe4c2a3fd_mask.png,1564,226,4.472,8.691,48.54
14_080_2_0082_bmp.rf.99b237bf2d519efe2f2e856c3ceca8d5_mask.png,1741,273,4.472,8.807,49.22
14_080_2_0099_bmp.rf.2352e3422699b908fbf1dd69e5d5affa_mask.png,1624,241,4.472,8.807,49.22
14_080_2_0102_bmp.rf.43497edcea4a3e48ccdb170bdecfccec_mask.png,2402,347,4.472,8.414,46.85
14_080_2_0105_bmp.rf.cd463edf3bb08ca95de15c562628207c_mask.png,2273,349,4.472,8.0,44.1
14_080_3_0024_bmp.rf.0ace684341f0aaae614aad20faf9d1bb_mask.png,208,37,4.472,6.087,26.53
14_080_3_0026_bmp.rf.d581d1c421be91145e2d81186a80fb1f_mask.png,305,42,4.472,6.754,33.78
14_080_3_0033_bmp.rf.85cffb916fe660c4702a756cf392da77_mask.png,891,170,4.472,6.26,28.56
14_080_3_0035_bmp.rf.9bffb5570ecbc6e86e731c48945375ef_mask.png,491,103,4.472,5.657,20.94
14_080_3_0040_bmp.rf.2c55e977a6bada8a51e4bc41fd3e73e6_mask.png,483,80,4.472,9.6,53.42
14_081_10_0041_bmp.rf.ea3fb0ec271ea426d037745573907e5e_mask.png,1785,318,4.472,8.246,45.77
14_081_10_0043_bmp.rf.8edc911184f31b2691b099e3da30c7cd_mask.png,1517,219,4.472,11.761,61.98
14_081_10_0046_bmp.rf.b3fc0d2ea12069571a587bf0fc952fd6_mask.png,818,139,4.472,8.049,44.44
14_081_11_0025_bmp.rf.5cba208f2190f22ffe17ac3d6a0ebef2_mask.png,622,94,4.472,7.941,43.68
14_081_11_0026_bmp.rf.2645c26d01bab14c4901cbc3ba505c51_mask.png,292,37,5.657,8.15,30.59
14_081_11_0027_bmp.rf.659432308eb8fd8d5bf6c69d082cead1_mask.png,281,25,7.211,10.04,28.17
14_081_11_0039_bmp.rf.71e2143b74e306ccc6fde80ce6a0d6e2_mask.png,905,151,4.472,8.192,45.41
14_081_3_0020_bmp.rf.c7820307eecb0aa51f165156c19f00ad_mask.png,969,127,4.472,10.653,58.02
14_081_3_0021_bmp.rf.77e081cc4bc422b7fd273756b9e64439_mask.png,1436,232,4.472,10.059,55.54
14_081_3_0028_bmp.rf.2c912e01c742cfe7902b125d45db0074_mask.png,2219,300,4.472,12.149,63.19
14_081_3_0038_bmp.rf.89f88f5f316d29ffc0b9f4c697bcde42_mask.png,1223,227,4.472,8.481,47.27
14_081_6_0028_bmp.rf.c8f11cecea278925a972a01b5b8c3c60_mask.png,584,82,5.657,7.211,21.55
14_081_6_0036_bmp.rf.6f03d4f49678c96dae78b67adb5ab742_mask.png,999,214,4.472,6.0,25.46
14_081_7_0022_bmp.rf.82fe5571a38d265bd662713639c00288_mask.png,869,132,4.472,8.148,45.11
14_081_7_0047_bmp.rf.7212a69a584be3b5966955bf3dbb0154_mask.png,1325,169,4.472,10.71,58.24
14_081_7_0050_bmp.rf.74d7fbdde155c39020713fa2a760ad23_mask.png,1403,188,4.472,8.944,50.0
14_083_1_0042_bmp.rf.7734cd7b1ac8869bfa546d90f68b93d9_mask.png,1724,250,4.472,10.158,55.98
14_083_1_0046_bmp.rf.4a8fa655662e686a71ac004d1787ed54_mask.png,2456,314,4.472,11.379,60.7
14_083_1_0055_bmp.rf.e8f8fce5b3696c04687ffb00731a9d6c_mask.png,2654,433,4.472,8.342,46.39
14_083_1_0061_bmp.rf.2106694e77ea6c62e508dace9a429d77_mask.png,1298,171,4.472,11.01,59.38
14_083_6_0018_bmp.rf.8c02008169b4ab589dc3327da97da13c_mask.png,3403,573,4.472,8.944,50.0
14_083_6_0019_bmp.rf.9df01faef5d01b1267e7707cb6aeae16_mask.png,3252,562,4.472,8.414,46.85
14_083_6_0020_bmp.rf.055a51d04ff145bd742daf1549f43a57_mask.png,5388,897,4.472,10.198,56.15
14_083_6_0037_bmp.rf.b4bf7d96b5454ef62511147a48157409_mask.png,1664,240,4.472,10.653,58.02
14_083_6_0044_bmp.rf.e4c7ac4b37bb70ac0f6e14c71c4f037c_mask.png,2127,303,4.472,12.535,64.32
14_083_6_0045_bmp.rf.95b37a77e9fcfaccf557ee30696d8ac6_mask.png,3907,559,4.472,11.29,60.39
14_083_6_0048_bmp.rf.98926bdbbd16e321ad36b464f2895d66_mask.png,1735,238,4.472,11.181,60.0
14_083_7_0008_bmp.rf.c0502a25b6483f1ae5518e5be39e8d18_mask.png,2852,418,4.472,10.603,57.82
14_083_7_0020_bmp.rf.f2a0b3263212980a3b90a1186d88820b_mask.png,2996,510,4.472,8.0,44.1
14_083_7_0022_bmp.rf.3f9756fd3cdae4483dbf521306e2dff6_mask.png,2008,355,4.472,8.246,45.77
14_084_1_0024_bmp.rf.d052b0b4c1285e1f66601b02020fed00_mask.png,991,178,4.472,6.227,28.18
14_084_1_0026_bmp.rf.c6e45de466cd3f44dab756185cf8c4e2_mask.png,989,159,4.472,7.211,37.98
14_084_1_0031_bmp.rf.e7f59a840780eaae02e692d405d44399_mask.png,605,119,4.472,6.0,25.46
14_084_1_0050_bmp.rf.08a65969a2a72701e60b2730f372f8b2_mask.png,1343,216,4.472,7.122,37.21
14_084_1_0058_bmp.rf.622afe9f8d2b236a5b395306f85d8886_mask.png,1379,219,4.472,7.211,37.98
14_084_3_0023_bmp.rf.73011f849c8d61af7fae9ae2e85fa7c9_mask.png,2719,333,4.472,11.557,61.31
14_084_3_0026_bmp.rf.274aca10ac04235e99b723c9de7e4b62_mask.png,863,132,4.472,8.829,49.34
14_084_3_0035_bmp.rf.9d93efe29f98a8dafd1e8d7acfb7f121_mask.png,453,70,4.472,7.684,41.8
14_084_3_0040_bmp.rf.6bad1f20b84fa45804795fffe3f533a5_mask.png,1022,215,4.472,6.195,27.81
14_084_3_0041_bmp.rf.a807fb8528d5a69492499d63014cbf61_mask.png,1292,240,4.472,7.211,37.98
